2026-04-25 11:50:01 [INFO] Usuario subió archivo: audio_test_infantil.wav
2026-04-25 12:09:04 [INFO] AFI generado: respió → /ɾespió/
2026-04-25 12:09:04 [INFO] AFI generado: hondo, → /ondo,/
2026-04-25 12:09:04 [INFO] AFI generado: hondo → /ondo/
2026-04-25 12:09:04 [INFO] AFI generado: se → /se/
2026-04-25 12:09:04 [INFO] AFI generado: despacio → /despaθio/
2026-04-25 12:09:04 [INFO] AFI generado: y → /ʝ/
2026-04-25 12:09:04 [INFO] AFI generado: gritó → /gɾitó/
2026-04-25 12:09:04 [INFO] AFI generado: con → /con/
2026-04-25 12:09:04 [INFO] AFI generado: fuerza. → /fueɾθa./
2026-04-25 12:09:04 [INFO] AFI generado: despierta → /despieɾta/
2026-04-25 12:09:04 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:09:04 [INFO] AFI generado: travieso. → /tɾabieso./
2026-04-25 12:09:04 [INFO] AFI generado: el → /el/
2026-04-25 12:09:04 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:09:04 [INFO] AFI generado: abrió → /abɾió/
2026-04-25 12:09:04 [INFO] AFI generado: los → /los/
2026-04-25 12:09:04 [INFO] AFI generado: ojos, → /oksos,/
2026-04-25 12:09:04 [INFO] AFI generado: movió → /mobió/
2026-04-25 12:09:04 [INFO] AFI generado: su → /su/
2026-04-25 12:09:04 [INFO] AFI generado: larga → /laɾga/
2026-04-25 12:09:04 [INFO] AFI generado: cola → /cola/
2026-04-25 12:09:04 [INFO] AFI generado: verde → /beɾde/
2026-04-25 12:09:04 [INFO] AFI generado: y → /ʝ/
2026-04-25 12:09:04 [INFO] AFI generado: le → /le/
2026-04-25 12:09:04 [INFO] AFI generado: regaló → /ɾegaló/
2026-04-25 12:09:04 [INFO] AFI generado: una → /una/
2026-04-25 12:09:04 [INFO] AFI generado: mariposa → /maɾiposa/
2026-04-25 12:09:04 [INFO] AFI generado: azul → /aθul/
2026-04-25 12:09:04 [INFO] AFI generado: que → /ke/
2026-04-25 12:09:04 [INFO] AFI generado: brillaba → /bɾiʎaba/
2026-04-25 12:09:04 [INFO] AFI generado: como → /como/
2026-04-25 12:09:04 [INFO] AFI generado: el → /el/
2026-04-25 12:09:04 [INFO] AFI generado: sol. → /sol./
2026-04-25 12:10:24 [INFO] Corrección aprendida:  esta → esta
2026-04-25 12:10:24 [INFO] AFI generado: esta → /esta/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  mañana, → mañana,
2026-04-25 12:10:24 [INFO] AFI generado: mañana, → /mañana,/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  la → la
2026-04-25 12:10:24 [INFO] AFI generado: la → /la/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  pequeña → pequeña
2026-04-25 12:10:24 [INFO] AFI generado: pequeña → /pekeña/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  martina → martina
2026-04-25 12:10:24 [INFO] AFI generado: martina → /maɾtina/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  salió → salió
2026-04-25 12:10:24 [INFO] AFI generado: salió → /salió/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  muy → muy
2026-04-25 12:10:24 [INFO] AFI generado: muy → /muʝ/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  temprano → temprano
2026-04-25 12:10:24 [INFO] AFI generado: temprano → /tempɾano/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  a → a
2026-04-25 12:10:24 [INFO] AFI generado: a → /a/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  buscar → buscar
2026-04-25 12:10:24 [INFO] AFI generado: buscar → /buscaɾ/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  una → una
2026-04-25 12:10:24 [INFO] AFI generado: una → /una/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  piedra → piedra
2026-04-25 12:10:24 [INFO] AFI generado: piedra → /piedɾa/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  brillante → brillante
2026-04-25 12:10:24 [INFO] AFI generado: brillante → /bɾiʎante/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  que → que
2026-04-25 12:10:24 [INFO] AFI generado: que → /ke/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  había → había
2026-04-25 12:10:24 [INFO] AFI generado: había → /abía/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  visto → visto
2026-04-25 12:10:24 [INFO] AFI generado: visto → /bisto/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  cerca → cerca
2026-04-25 12:10:24 [INFO] AFI generado: cerca → /θeɾca/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  del → del
2026-04-25 12:10:24 [INFO] AFI generado: del → /del/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  río. → río.
2026-04-25 12:10:24 [INFO] AFI generado: río. → /ɾío./
2026-04-25 12:10:24 [INFO] Corrección aprendida:  mientras → mientras
2026-04-25 12:10:24 [INFO] AFI generado: mientras → /mientɾas/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  caminaba → caminaba
2026-04-25 12:10:24 [INFO] AFI generado: caminaba → /caminaba/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  por → por
2026-04-25 12:10:24 [INFO] AFI generado: por → /poɾ/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  el → el
2026-04-25 12:10:24 [INFO] AFI generado: el → /el/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  bosque → bosque
2026-04-25 12:10:24 [INFO] AFI generado: bosque → /boske/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  oscuro, → oscuro,
2026-04-25 12:10:24 [INFO] AFI generado: oscuro, → /oscuɾo,/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  encontró → encontró
2026-04-25 12:10:24 [INFO] AFI generado: encontró → /encontɾó/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  un → un
2026-04-25 12:10:24 [INFO] AFI generado: un → /un/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  dragón → dragón
2026-04-25 12:10:24 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  dormido → dormido
2026-04-25 12:10:24 [INFO] AFI generado: dormido → /doɾmido/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  entre → entre
2026-04-25 12:10:24 [INFO] AFI generado: entre → /entɾe/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  unas → unas
2026-04-25 12:10:24 [INFO] AFI generado: unas → /unas/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  flores → flores
2026-04-25 12:10:24 [INFO] AFI generado: flores → /floɾes/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  amarillas. → amarillas.
2026-04-25 12:10:24 [INFO] AFI generado: amarillas. → /amaɾiʎas./
2026-04-25 12:10:24 [INFO] Corrección aprendida:  martina → martina
2026-04-25 12:10:24 [INFO] AFI generado: martina → /maɾtina/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  respió → respió
2026-04-25 12:10:24 [INFO] AFI generado: respió → /ɾespió/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  hondo, → hondo,
2026-04-25 12:10:24 [INFO] AFI generado: hondo, → /ondo,/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  hondo → se
2026-04-25 12:10:24 [INFO] AFI generado: se → /se/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  se → acercó
2026-04-25 12:10:24 [INFO] AFI generado: acercó → /aθeɾcó/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  despacio → despacio
2026-04-25 12:10:24 [INFO] AFI generado: despacio → /despaθio/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  y → y
2026-04-25 12:10:24 [INFO] AFI generado: y → /ʝ/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  gritó → gritó
2026-04-25 12:10:24 [INFO] AFI generado: gritó → /gɾitó/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  con → con
2026-04-25 12:10:24 [INFO] AFI generado: con → /con/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  fuerza. → fuerza.
2026-04-25 12:10:24 [INFO] AFI generado: fuerza. → /fueɾθa./
2026-04-25 12:10:24 [INFO] Corrección aprendida:  despierta → despierta
2026-04-25 12:10:24 [INFO] AFI generado: despierta → /despieɾta/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  dragón → dragón
2026-04-25 12:10:24 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  travieso. → travieso.
2026-04-25 12:10:24 [INFO] AFI generado: travieso. → /tɾabieso./
2026-04-25 12:10:24 [INFO] Corrección aprendida:  el → el
2026-04-25 12:10:24 [INFO] AFI generado: el → /el/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  dragón → dragón
2026-04-25 12:10:24 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  abrió → abrió
2026-04-25 12:10:24 [INFO] AFI generado: abrió → /abɾió/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  los → los
2026-04-25 12:10:24 [INFO] AFI generado: los → /los/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  ojos, → ojos,
2026-04-25 12:10:24 [INFO] AFI generado: ojos, → /oksos,/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  movió → movió
2026-04-25 12:10:24 [INFO] AFI generado: movió → /mobió/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  su → su
2026-04-25 12:10:24 [INFO] AFI generado: su → /su/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  larga → larga
2026-04-25 12:10:24 [INFO] AFI generado: larga → /laɾga/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  cola → cola
2026-04-25 12:10:24 [INFO] AFI generado: cola → /cola/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  verde → verde
2026-04-25 12:10:24 [INFO] AFI generado: verde → /beɾde/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  y → y
2026-04-25 12:10:24 [INFO] AFI generado: y → /ʝ/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  le → le
2026-04-25 12:10:24 [INFO] AFI generado: le → /le/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  regaló → regaló
2026-04-25 12:10:24 [INFO] AFI generado: regaló → /ɾegaló/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  una → una
2026-04-25 12:10:24 [INFO] AFI generado: una → /una/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  mariposa → mariposa
2026-04-25 12:10:24 [INFO] AFI generado: mariposa → /maɾiposa/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  azul → azul
2026-04-25 12:10:24 [INFO] AFI generado: azul → /aθul/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  que → que
2026-04-25 12:10:24 [INFO] AFI generado: que → /ke/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  brillaba → brillaba
2026-04-25 12:10:24 [INFO] AFI generado: brillaba → /bɾiʎaba/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  como → como
2026-04-25 12:10:24 [INFO] AFI generado: como → /como/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  el → el
2026-04-25 12:10:24 [INFO] AFI generado: el → /el/
2026-04-25 12:10:24 [INFO] Corrección aprendida:  sol. → sol.
2026-04-25 12:10:24 [INFO] AFI generado: sol. → /sol./
2026-04-25 12:10:45 [INFO] Usuario subió archivo: audio_test_infantil.wav
2026-04-25 12:10:45 [INFO] Validando archivo de audio: temp_audio.wav
2026-04-25 12:10:45 [INFO] Cargando modelo Whisper: small
2026-04-25 12:10:51 [INFO] Iniciando transcripción...
2026-04-25 12:11:02 [INFO] Transcripción completada correctamente.
2026-04-25 12:11:03 [INFO] AFI generado: esta → /esta/
2026-04-25 12:11:03 [INFO] AFI generado: mañana, → /mañana,/
2026-04-25 12:11:03 [INFO] AFI generado: la → /la/
2026-04-25 12:11:03 [INFO] AFI generado: pequeña → /pekeña/
2026-04-25 12:11:03 [INFO] AFI generado: martina → /maɾtina/
2026-04-25 12:11:03 [INFO] AFI generado: salió → /salió/
2026-04-25 12:11:03 [INFO] AFI generado: muy → /muʝ/
2026-04-25 12:11:03 [INFO] AFI generado: temprano → /tempɾano/
2026-04-25 12:11:03 [INFO] AFI generado: a → /a/
2026-04-25 12:11:03 [INFO] AFI generado: buscar → /buscaɾ/
2026-04-25 12:11:03 [INFO] AFI generado: una → /una/
2026-04-25 12:11:03 [INFO] AFI generado: piedra → /piedɾa/
2026-04-25 12:11:03 [INFO] AFI generado: brillante → /bɾiʎante/
2026-04-25 12:11:03 [INFO] AFI generado: que → /ke/
2026-04-25 12:11:03 [INFO] AFI generado: había → /abía/
2026-04-25 12:11:03 [INFO] AFI generado: visto → /bisto/
2026-04-25 12:11:03 [INFO] AFI generado: cerca → /θeɾca/
2026-04-25 12:11:03 [INFO] AFI generado: del → /del/
2026-04-25 12:11:03 [INFO] AFI generado: río. → /ɾío./
2026-04-25 12:11:03 [INFO] AFI generado: mientras → /mientɾas/
2026-04-25 12:11:03 [INFO] AFI generado: caminaba → /caminaba/
2026-04-25 12:11:03 [INFO] AFI generado: por → /poɾ/
2026-04-25 12:11:03 [INFO] AFI generado: el → /el/
2026-04-25 12:11:03 [INFO] AFI generado: bosque → /boske/
2026-04-25 12:11:03 [INFO] AFI generado: oscuro, → /oscuɾo,/
2026-04-25 12:11:03 [INFO] AFI generado: encontró → /encontɾó/
2026-04-25 12:11:03 [INFO] AFI generado: un → /un/
2026-04-25 12:11:03 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:11:03 [INFO] AFI generado: dormido → /doɾmido/
2026-04-25 12:11:03 [INFO] AFI generado: entre → /entɾe/
2026-04-25 12:11:03 [INFO] AFI generado: unas → /unas/
2026-04-25 12:11:03 [INFO] AFI generado: flores → /floɾes/
2026-04-25 12:11:03 [INFO] AFI generado: amarillas. → /amaɾiʎas./
2026-04-25 12:11:03 [INFO] AFI generado: martina → /maɾtina/
2026-04-25 12:11:03 [INFO] AFI generado: respió → /ɾespió/
2026-04-25 12:11:03 [INFO] AFI generado: se, → /se,/
2026-04-25 12:11:03 [INFO] AFI generado: acercó → /aθeɾcó/
2026-04-25 12:11:03 [INFO] AFI generado: se → /se/
2026-04-25 12:11:03 [INFO] AFI generado: despacio → /despaθio/
2026-04-25 12:11:03 [INFO] AFI generado: y → /ʝ/
2026-04-25 12:11:03 [INFO] AFI generado: gritó → /gɾitó/
2026-04-25 12:11:03 [INFO] AFI generado: con → /con/
2026-04-25 12:11:03 [INFO] AFI generado: fuerza. → /fueɾθa./
2026-04-25 12:11:03 [INFO] AFI generado: despierta → /despieɾta/
2026-04-25 12:11:03 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:11:03 [INFO] AFI generado: travieso. → /tɾabieso./
2026-04-25 12:11:03 [INFO] AFI generado: el → /el/
2026-04-25 12:11:03 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:11:03 [INFO] AFI generado: abrió → /abɾió/
2026-04-25 12:11:03 [INFO] AFI generado: los → /los/
2026-04-25 12:11:03 [INFO] AFI generado: ojos, → /oksos,/
2026-04-25 12:11:03 [INFO] AFI generado: movió → /mobió/
2026-04-25 12:11:03 [INFO] AFI generado: su → /su/
2026-04-25 12:11:03 [INFO] AFI generado: larga → /laɾga/
2026-04-25 12:11:03 [INFO] AFI generado: cola → /cola/
2026-04-25 12:11:03 [INFO] AFI generado: verde → /beɾde/
2026-04-25 12:11:03 [INFO] AFI generado: y → /ʝ/
2026-04-25 12:11:03 [INFO] AFI generado: le → /le/
2026-04-25 12:11:03 [INFO] AFI generado: regaló → /ɾegaló/
2026-04-25 12:11:03 [INFO] AFI generado: una → /una/
2026-04-25 12:11:03 [INFO] AFI generado: mariposa → /maɾiposa/
2026-04-25 12:11:03 [INFO] AFI generado: azul → /aθul/
2026-04-25 12:11:03 [INFO] AFI generado: que → /ke/
2026-04-25 12:11:03 [INFO] AFI generado: brillaba → /bɾiʎaba/
2026-04-25 12:11:03 [INFO] AFI generado: como → /como/
2026-04-25 12:11:03 [INFO] AFI generado: el → /el/
2026-04-25 12:11:03 [INFO] AFI generado: sol. → /sol./
2026-04-25 12:11:37 [INFO] Corrección aprendida:  esta → esta
2026-04-25 12:11:37 [INFO] AFI generado: esta → /esta/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  mañana, → mañana,
2026-04-25 12:11:37 [INFO] AFI generado: mañana, → /mañana,/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  la → la
2026-04-25 12:11:37 [INFO] AFI generado: la → /la/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  pequeña → pequeña
2026-04-25 12:11:37 [INFO] AFI generado: pequeña → /pekeña/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  martina → martina
2026-04-25 12:11:37 [INFO] AFI generado: martina → /maɾtina/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  salió → salió
2026-04-25 12:11:37 [INFO] AFI generado: salió → /salió/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  muy → muy
2026-04-25 12:11:37 [INFO] AFI generado: muy → /muʝ/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  temprano → temprano
2026-04-25 12:11:37 [INFO] AFI generado: temprano → /tempɾano/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  a → a
2026-04-25 12:11:37 [INFO] AFI generado: a → /a/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  buscar → buscar
2026-04-25 12:11:37 [INFO] AFI generado: buscar → /buscaɾ/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  una → una
2026-04-25 12:11:37 [INFO] AFI generado: una → /una/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  piedra → piedra
2026-04-25 12:11:37 [INFO] AFI generado: piedra → /piedɾa/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  brillante → brillante
2026-04-25 12:11:37 [INFO] AFI generado: brillante → /bɾiʎante/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  que → que
2026-04-25 12:11:37 [INFO] AFI generado: que → /ke/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  había → había
2026-04-25 12:11:37 [INFO] AFI generado: había → /abía/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  visto → visto
2026-04-25 12:11:37 [INFO] AFI generado: visto → /bisto/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  cerca → cerca
2026-04-25 12:11:37 [INFO] AFI generado: cerca → /θeɾca/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  del → del
2026-04-25 12:11:37 [INFO] AFI generado: del → /del/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  río. → río.
2026-04-25 12:11:37 [INFO] AFI generado: río. → /ɾío./
2026-04-25 12:11:37 [INFO] Corrección aprendida:  mientras → mientras
2026-04-25 12:11:37 [INFO] AFI generado: mientras → /mientɾas/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  caminaba → caminaba
2026-04-25 12:11:37 [INFO] AFI generado: caminaba → /caminaba/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  por → por
2026-04-25 12:11:37 [INFO] AFI generado: por → /poɾ/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  el → el
2026-04-25 12:11:37 [INFO] AFI generado: el → /el/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  bosque → bosque
2026-04-25 12:11:37 [INFO] AFI generado: bosque → /boske/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  oscuro, → oscuro,
2026-04-25 12:11:37 [INFO] AFI generado: oscuro, → /oscuɾo,/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  encontró → encontró
2026-04-25 12:11:37 [INFO] AFI generado: encontró → /encontɾó/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  un → un
2026-04-25 12:11:37 [INFO] AFI generado: un → /un/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  dragón → dragón
2026-04-25 12:11:37 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  dormido → dormido
2026-04-25 12:11:37 [INFO] AFI generado: dormido → /doɾmido/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  entre → entre
2026-04-25 12:11:37 [INFO] AFI generado: entre → /entɾe/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  unas → unas
2026-04-25 12:11:37 [INFO] AFI generado: unas → /unas/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  flores → flores
2026-04-25 12:11:37 [INFO] AFI generado: flores → /floɾes/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  amarillas. → amarillas.
2026-04-25 12:11:37 [INFO] AFI generado: amarillas. → /amaɾiʎas./
2026-04-25 12:11:37 [INFO] Corrección aprendida:  martina → martina
2026-04-25 12:11:37 [INFO] AFI generado: martina → /maɾtina/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  respió → respió
2026-04-25 12:11:37 [INFO] AFI generado: respió → /ɾespió/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  se, → hondo,
2026-04-25 12:11:37 [INFO] AFI generado: hondo, → /ondo,/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  acercó → se
2026-04-25 12:11:37 [INFO] AFI generado: se → /se/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  se → acercó
2026-04-25 12:11:37 [INFO] AFI generado: acercó → /aθeɾcó/
2026-04-25 12:11:37 [INFO] Corrección aprendida:  despacio → despacio
2026-04-25 12:11:37 [INFO] AFI generado: despacio → /despaθio/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  y → y
2026-04-25 12:11:38 [INFO] AFI generado: y → /ʝ/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  gritó → gritó
2026-04-25 12:11:38 [INFO] AFI generado: gritó → /gɾitó/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  con → con
2026-04-25 12:11:38 [INFO] AFI generado: con → /con/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  fuerza. → fuerza.
2026-04-25 12:11:38 [INFO] AFI generado: fuerza. → /fueɾθa./
2026-04-25 12:11:38 [INFO] Corrección aprendida:  despierta → despierta
2026-04-25 12:11:38 [INFO] AFI generado: despierta → /despieɾta/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  dragón → dragón
2026-04-25 12:11:38 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  travieso. → travieso.
2026-04-25 12:11:38 [INFO] AFI generado: travieso. → /tɾabieso./
2026-04-25 12:11:38 [INFO] Corrección aprendida:  el → el
2026-04-25 12:11:38 [INFO] AFI generado: el → /el/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  dragón → dragón
2026-04-25 12:11:38 [INFO] AFI generado: dragón → /dɾagón/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  abrió → abrió
2026-04-25 12:11:38 [INFO] AFI generado: abrió → /abɾió/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  los → los
2026-04-25 12:11:38 [INFO] AFI generado: los → /los/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  ojos, → ojos,
2026-04-25 12:11:38 [INFO] AFI generado: ojos, → /oksos,/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  movió → movió
2026-04-25 12:11:38 [INFO] AFI generado: movió → /mobió/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  su → su
2026-04-25 12:11:38 [INFO] AFI generado: su → /su/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  larga → larga
2026-04-25 12:11:38 [INFO] AFI generado: larga → /laɾga/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  cola → cola
2026-04-25 12:11:38 [INFO] AFI generado: cola → /cola/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  verde → verde
2026-04-25 12:11:38 [INFO] AFI generado: verde → /beɾde/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  y → y
2026-04-25 12:11:38 [INFO] AFI generado: y → /ʝ/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  le → le
2026-04-25 12:11:38 [INFO] AFI generado: le → /le/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  regaló → regaló
2026-04-25 12:11:38 [INFO] AFI generado: regaló → /ɾegaló/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  una → una
2026-04-25 12:11:38 [INFO] AFI generado: una → /una/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  mariposa → mariposa
2026-04-25 12:11:38 [INFO] AFI generado: mariposa → /maɾiposa/
2026-04-25 12:11:38 [INFO] Corrección aprendida:  azul → azul
2026-04-25 12:11:38 [INFO] AFI generado: azul → /aθul/
